food_id,name,category,price,quantity_available,nutrition_tag,seller_id,location
914,Pasta,carb,1454,160,High Energy,138,"Gumel, Jigawa"
915,Pasta,carb,849,43,High Energy,140,"Hadejia, Jigawa"
916,Pasta,carb,556,24,High Energy,144,"Kazaure, Jigawa"
917,Pasta,carb,1691,77,High Energy,147,"Jemaa, Kaduna"
918,Pasta,carb,856,165,High Fibre,150,"Kaduna, Kaduna"
919,Pasta,carb,1653,137,High Fibre,153,"Zaria, Kaduna"
920,Pasta,carb,565,184,High Energy,154,"Kano, Kano"
921,Pasta,carb,1090,185,High Fibre,158,"Daura, Katsina"
922,Pasta,carb,786,77,High Energy,162,"Katsina, Katsina"
923,Pasta,carb,1762,67,High Energy,163,"Argungu, Kebbi"
924,Pasta,carb,1071,82,High Energy,167,"Birnin Kebbi, Kebbi"
925,Pasta,carb,2007,104,High Fibre,170,"Gwandu, Kebbi"
926,Pasta,carb,529,106,High Energy,172,"Yelwa, Kebbi"
927,Pasta,carb,530,55,High Energy,177,"Idah, Kogi"
928,Pasta,carb,1832,35,High Fibre,180,"Kabba, Kogi"
929,Pasta,carb,779,129,High Energy,181,"Lokoja, Kogi"
930,Pasta,carb,2172,76,High Fibre,185,"Okene, Kogi"
931,Pasta,carb,837,29,High Fibre,188,"Ilorin, Kwara"
932,Pasta,carb,1119,180,High Fibre,190,"Jebba, Kwara"
933,Pasta,carb,1677,199,High Fibre,193,"Lafiagi, Kwara"
934,Pasta,carb,984,196,High Fibre,198,"Offa, Kwara"
935,Pasta,carb,1135,151,High Energy,199,"Pategi, Kwara"
936,Pasta,carb,1602,135,High Energy,202,"Badagry, Lagos"
937,Pasta,carb,2262,98,High Energy,205,"Epe, Lagos"
938,Pasta,carb,1052,27,High Fibre,210,"Ikeja, Lagos"
939,Pasta,carb,2306,188,High Fibre,213,"Ikorodu, Lagos"
940,Pasta,carb,2141,70,High Energy,215,"Lagos, Lagos"
941,Pasta,carb,1470,192,High Energy,219,"Mushin, Lagos"
942,Pasta,carb,2389,84,High Energy,221,"Shomolu, Lagos"
943,Pasta,carb,1078,54,High Fibre,224,"Keffi, Nasarawa"
944,Pasta,carb,1683,136,High Fibre,228,"Lafia, Nasarawa"
945,Pasta,carb,944,40,High Fibre,231,"Nasarawa, Nasarawa"
946,Pasta,carb,1472,158,High Fibre,234,"Agaie, Niger"
947,Pasta,carb,1576,115,High Energy,237,"Baro, Niger"
948,Pasta,carb,535,48,High Fibre,238,"Bida, Niger"
949,Pasta,carb,545,116,High Energy,243,"Kontagora, Niger"
950,Pasta,carb,1532,26,High Fibre,245,"Lapai, Niger"
951,Pasta,carb,1233,57,High Energy,248,"Minna, Niger"
952,Pasta,carb,774,57,High Fibre,252,"Suleja, Niger"
953,Pasta,carb,630,95,High Fibre,253,"Abeokuta, Ogun"
954,Pasta,carb,1154,118,High Fibre,257,"Ijebu-Ode, Ogun"
955,Pasta,carb,2426,122,High Fibre,259,"Ilaro, Ogun"
956,Pasta,carb,2216,50,High Energy,262,"Shagamu, Ogun"
957,Pasta,carb,573,131,High Fibre,265,"Akure, Ondo"
958,Pasta,carb,828,79,High Fibre,269,"Ikare, Ondo"
959,Pasta,carb,2150,82,High Fibre,272,"Oka-Akoko, Ondo"
960,Pasta,carb,2379,199,High Fibre,274,"Ondo, Ondo"
961,Pasta,carb,915,126,High Energy,278,"Owo, Ondo"
962,Pasta,carb,1157,43,High Fibre,280,"Ede, Osun"
963,Pasta,carb,1478,180,High Energy,284,"Ikire, Osun"
964,Pasta,carb,717,57,High Fibre,287,"Ikirun, Osun"
965,Pasta,carb,600,86,High Energy,290,"Ila, Osun"
966,Pasta,carb,917,67,High Energy,294,"Ile-Ife, Osun"
967,Pasta,carb,2316,103,High Energy,297,"Ilesha, Osun"
968,Pasta,carb,1810,141,High Energy,298,"Ilobu, Osun"
969,Pasta,carb,656,26,High Fibre,301,"Inisa, Osun"
970,Pasta,carb,1263,66,High Energy,305,"Iwo, Osun"
971,Pasta,carb,1053,155,High Energy,307,"Oshogbo, Osun"
972,Pasta,carb,1678,166,High Energy,312,"Ibadan, Oyo"
973,Pasta,carb,1382,26,High Energy,315,"Iseyin, Oyo"
974,Pasta,carb,1688,31,High Fibre,318,"Ogbomosho, Oyo"
975,Pasta,carb,1481,43,High Energy,320,"Oyo, Oyo"
976,Pasta,carb,1692,36,High Fibre,322,"Saki, Oyo"
977,Pasta,carb,856,137,High Energy,325,"Bukuru, Plateau"
978,Pasta,carb,1792,185,High Energy,328,"Jos, Plateau"
979,Pasta,carb,1235,122,High Fibre,333,"Vom, Plateau"
980,Pasta,carb,1414,32,High Energy,334,"Wase, Plateau"
981,Pasta,carb,1973,189,High Fibre,337,"Bonny, Rivers"
982,Pasta,carb,509,44,High Energy,342,"Degema, Rivers"
983,Pasta,carb,2145,103,High Energy,344,"Okrika, Rivers"
984,Pasta,carb,549,29,High Energy,347,"Port Harcourt, Rivers"
985,Pasta,carb,1853,156,High Energy,349,"Sokoto, Sokoto"
986,Pasta,carb,1624,199,High Fibre,352,"Ibi, Taraba"
987,Pasta,carb,2135,191,High Fibre,357,"Jalingo, Taraba"
988,Pasta,carb,2351,196,High Fibre,358,"Muri, Taraba"
989,Pasta,carb,2100,140,High Fibre,363,"Damaturu, Yobe"
990,Pasta,carb,1768,122,High Fibre,364,"Nguru, Yobe"
991,Pasta,carb,1301,165,High Fibre,369,"Gusau, Zamfara"
992,Pasta,carb,889,34,High Fibre,372,"Kaura Namoda, Zamfara"
993,Plantain,carb,5516,42,High Fibre,3,"Aba, Abia"
994,Plantain,carb,5905,151,High Fibre,6,"Arochukwu, Abia"
995,Plantain,carb,3548,181,High Fibre,7,"Umuahia, Abia"
996,Plantain,carb,4265,188,High Fibre,10,"Jimeta, Adamawa"
997,Plantain,carb,6674,139,High Fibre,15,"Mubi, Adamawa"
998,Plantain,carb,6323,71,High Energy,17,"Numan, Adamawa"
999,Plantain,carb,4177,79,High Fibre,21,"Yola, Adamawa"
1000,Plantain,carb,7177,25,High Fibre,23,"Ikot Abasi, Akwa Ibom"
1001,Plantain,carb,7346,58,High Energy,25,"Ikot Ekpene, Akwa Ibom"
1002,Plantain,carb,3915,20,High Fibre,30,"Oron, Akwa Ibom"
1003,Plantain,carb,2618,126,High Fibre,33,"Uyo, Akwa Ibom"
1004,Plantain,carb,5738,42,High Fibre,34,"Awka, Anambra"
1005,Plantain,carb,4537,25,High Energy,39,"Onitsha, Anambra"
1006,Plantain,carb,2937,93,High Energy,42,"Azare, Bauchi"
1007,Plantain,carb,4703,133,High Fibre,45,"Bauchi, Bauchi"
1008,Plantain,carb,4872,23,High Fibre,48,"Jama'are, Bauchi"
1009,Plantain,carb,7899,199,High Fibre,49,"Katagum, Bauchi"
1010,Plantain,carb,2713,40,High Energy,53,"Misau, Bauchi"
1011,Plantain,carb,6303,46,High Energy,56,"Brass, Bayelsa"
1012,Plantain,carb,2772,68,High Fibre,59,"Makurdi, Benue"
1013,Plantain,carb,3432,135,High Fibre,61,"Biu, Borno"
1014,Plantain,carb,5032,177,High Energy,65,"Dikwa, Borno"
1015,Plantain,carb,6691,145,High Fibre,69,"Maiduguri, Borno"
1016,Plantain,carb,7245,20,High Energy,72,"Calabar, Cross River"
1017,Plantain,carb,7826,162,High Energy,73,"Ogoja, Cross River"
1018,Plantain,carb,4927,20,High Fibre,78,"Asaba, Delta"
1019,Plantain,carb,3482,190,High Fibre,79,"Burutu, Delta"
1020,Plantain,carb,6783,134,High Fibre,83,"Koko, Delta"
1021,Plantain,carb,3432,123,High Energy,87,"Sapele, Delta"
1022,Plantain,carb,6095,26,High Energy,90,"Ughelli, Delta"
1023,Plantain,carb,3344,48,High Fibre,91,"Warri, Delta"
1024,Plantain,carb,4098,65,High Fibre,95,"Abakaliki, Ebonyi"
1025,Plantain,carb,4407,34,High Energy,97,"Benin City, Edo"
1026,Plantain,carb,7854,75,High Energy,100,"Ado-Ekiti, Ekiti"
1027,Plantain,carb,3619,42,High Fibre,105,"Effon-Alaiye, Ekiti"
1028,Plantain,carb,6893,131,High Energy,106,"Ikere-Ekiti, Ekiti"
1029,Plantain,carb,7919,189,High Energy,111,"Enugu, Enugu"
1030,Plantain,carb,7071,37,High Energy,112,"Nsukka, Enugu"
1031,Plantain,carb,6742,153,High Energy,116,"Abuja, FCT"
1032,Plantain,carb,4552,172,High Energy,120,"Deba Habe, Gombe"
1033,Plantain,carb,7532,73,High Energy,123,"Gombe, Gombe"
1034,Plantain,carb,4993,190,High Fibre,125,"Kumo, Gombe"
1035,Plantain,carb,3504,118,High Energy,127,"Owerri, Imo"
1036,Plantain,carb,7557,136,High Fibre,130,"Birnin Kudu, Jigawa"
1037,Plantain,carb,7853,167,High Energy,133,"Dutse, Jigawa"
1038,Plantain,carb,6071,23,High Energy,136,"Gumel, Jigawa"
1039,Plantain,carb,5039,76,High Energy,141,"Hadejia, Jigawa"
1040,Plantain,carb,6817,87,High Fibre,142,"Kazaure, Jigawa"
1041,Plantain,carb,3560,76,High Fibre,147,"Jemaa, Kaduna"
1042,Plantain,carb,3773,98,High Energy,150,"Kaduna, Kaduna"
1043,Plantain,carb,2543,156,High Energy,153,"Zaria, Kaduna"
1044,Plantain,carb,2950,34,High Energy,155,"Kano, Kano"
1045,Plantain,carb,4652,50,High Fibre,159,"Daura, Katsina"
1046,Plantain,carb,5848,185,High Fibre,161,"Katsina, Katsina"
1047,Plantain,carb,3089,64,High Fibre,164,"Argungu, Kebbi"
1048,Plantain,carb,5022,185,High Energy,167,"Birnin Kebbi, Kebbi"
1049,Plantain,carb,3151,122,High Fibre,171,"Gwandu, Kebbi"
1050,Plantain,carb,3807,51,High Fibre,173,"Yelwa, Kebbi"
1051,Plantain,carb,5658,141,High Fibre,176,"Idah, Kogi"
1052,Plantain,carb,5881,158,High Fibre,179,"Kabba, Kogi"
1053,Plantain,carb,5842,27,High Fibre,183,"Lokoja, Kogi"
1054,Plantain,carb,4220,179,High Energy,184,"Okene, Kogi"
1055,Plantain,carb,4365,55,High Energy,187,"Ilorin, Kwara"
1056,Plantain,carb,4733,88,High Energy,191,"Jebba, Kwara"
1057,Plantain,carb,4324,108,High Energy,195,"Lafiagi, Kwara"
1058,Plantain,carb,6894,191,High Fibre,197,"Offa, Kwara"
1059,Plantain,carb,2948,48,High Fibre,201,"Pategi, Kwara"
1060,Plantain,carb,6174,144,High Energy,204,"Badagry, Lagos"
1061,Plantain,carb,7996,107,High Fibre,207,"Epe, Lagos"
1062,Plantain,carb,7717,34,High Energy,210,"Ikeja, Lagos"
1063,Plantain,carb,3893,94,High Energy,212,"Ikorodu, Lagos"
1064,Plantain,carb,7645,182,High Energy,214,"Lagos, Lagos"
1065,Plantain,carb,4206,97,High Energy,219,"Mushin, Lagos"
1066,Plantain,carb,2953,113,High Energy,222,"Shomolu, Lagos"
1067,Plantain,carb,6330,195,High Fibre,225,"Keffi, Nasarawa"
1068,Plantain,carb,6061,77,High Energy,227,"Lafia, Nasarawa"
1069,Plantain,carb,3371,26,High Energy,231,"Nasarawa, Nasarawa"
1070,Plantain,carb,5234,39,High Fibre,233,"Agaie, Niger"
1071,Plantain,carb,3160,182,High Fibre,236,"Baro, Niger"
1072,Plantain,carb,6984,172,High Energy,240,"Bida, Niger"
1073,Plantain,carb,4368,61,High Fibre,243,"Kontagora, Niger"
1074,Plantain,carb,3855,190,High Fibre,245,"Lapai, Niger"
1075,Plantain,carb,5178,117,High Energy,248,"Minna, Niger"
1076,Plantain,carb,7753,41,High Energy,251,"Suleja, Niger"
1077,Plantain,carb,5237,130,High Energy,254,"Abeokuta, Ogun"
1078,Plantain,carb,5929,22,High Energy,257,"Ijebu-Ode, Ogun"
1079,Plantain,carb,7872,147,High Fibre,260,"Ilaro, Ogun"
1080,Plantain,carb,4522,86,High Energy,264,"Shagamu, Ogun"
1081,Plantain,carb,4899,38,High Fibre,266,"Akure, Ondo"
1082,Plantain,carb,3142,97,High Energy,268,"Ikare, Ondo"
1083,Plantain,carb,2894,100,High Energy,272,"Oka-Akoko, Ondo"
1084,Plantain,carb,5019,163,High Fibre,276,"Ondo, Ondo"
1085,Plantain,carb,5313,23,High Fibre,279,"Owo, Ondo"
1086,Plantain,carb,6323,156,High Energy,281,"Ede, Osun"
1087,Plantain,carb,3431,113,High Energy,285,"Ikire, Osun"
1088,Plantain,carb,6990,194,High Energy,286,"Ikirun, Osun"
1089,Plantain,carb,7829,131,High Fibre,291,"Ila, Osun"
1090,Plantain,carb,2671,94,High Energy,292,"Ile-Ife, Osun"
1091,Plantain,carb,7227,170,High Fibre,297,"Ilesha, Osun"
1092,Plantain,carb,5080,100,High Fibre,298,"Ilobu, Osun"
1093,Plantain,carb,5004,124,High Energy,302,"Inisa, Osun"
1094,Plantain,carb,6125,59,High Fibre,305,"Iwo, Osun"
1095,Plantain,carb,3893,21,High Fibre,307,"Oshogbo, Osun"
1096,Plantain,carb,2601,95,High Fibre,312,"Ibadan, Oyo"
1097,Plantain,carb,6096,83,High Energy,314,"Iseyin, Oyo"
1098,Plantain,carb,4170,128,High Fibre,317,"Ogbomosho, Oyo"
1099,Plantain,carb,7586,23,High Fibre,321,"Oyo, Oyo"
1100,Plantain,carb,7625,172,High Energy,323,"Saki, Oyo"
1101,Plantain,carb,5517,58,High Energy,326,"Bukuru, Plateau"
1102,Plantain,carb,6350,184,High Fibre,330,"Jos, Plateau"
1103,Plantain,carb,5002,105,High Energy,332,"Vom, Plateau"
1104,Plantain,carb,5486,62,High Fibre,335,"Wase, Plateau"
1105,Plantain,carb,3915,180,High Energy,337,"Bonny, Rivers"
1106,Plantain,carb,6407,138,High Fibre,341,"Degema, Rivers"
1107,Plantain,carb,2973,159,High Energy,343,"Okrika, Rivers"
1108,Plantain,carb,7809,83,High Energy,347,"Port Harcourt, Rivers"
1109,Plantain,carb,6356,190,High Energy,351,"Sokoto, Sokoto"
1110,Plantain,carb,7873,124,High Fibre,354,"Ibi, Taraba"
1111,Plantain,carb,2606,145,High Fibre,356,"Jalingo, Taraba"
1112,Plantain,carb,6505,78,High Fibre,359,"Muri, Taraba"
1113,Plantain,carb,7519,40,High Fibre,362,"Damaturu, Yobe"
1114,Plantain,carb,5636,190,High Energy,365,"Nguru, Yobe"
1115,Plantain,carb,3887,83,High Fibre,369,"Gusau, Zamfara"
1116,Plantain,carb,4551,115,High Energy,372,"Kaura Namoda, Zamfara"
1117,Millet,carb,662,36,High Fibre,3,"Aba, Abia"
1118,Millet,carb,1483,119,High Fibre,6,"Arochukwu, Abia"
1119,Millet,carb,2399,150,High Energy,9,"Umuahia, Abia"
1120,Millet,carb,1832,49,High Fibre,10,"Jimeta, Adamawa"
1121,Millet,carb,1147,60,High Energy,13,"Mubi, Adamawa"
1122,Millet,carb,1473,149,High Energy,16,"Numan, Adamawa"
1123,Millet,carb,1439,200,High Fibre,21,"Yola, Adamawa"
1124,Millet,carb,1564,102,High Fibre,23,"Ikot Abasi, Akwa Ibom"
1125,Millet,carb,1553,56,High Energy,27,"Ikot Ekpene, Akwa Ibom"
1126,Millet,carb,1353,166,High Energy,28,"Oron, Akwa Ibom"
1127,Millet,carb,1576,161,High Fibre,32,"Uyo, Akwa Ibom"
1128,Millet,carb,581,129,High Energy,36,"Awka, Anambra"
1129,Millet,carb,2108,31,High Energy,37,"Onitsha, Anambra"
1130,Millet,carb,2152,90,High Energy,41,"Azare, Bauchi"
1131,Millet,carb,2353,64,High Fibre,44,"Bauchi, Bauchi"
1132,Millet,carb,1022,184,High Fibre,48,"Jama'are, Bauchi"
1133,Millet,carb,694,44,High Energy,50,"Katagum, Bauchi"
1134,Millet,carb,994,133,High Fibre,54,"Misau, Bauchi"
1135,Millet,carb,1499,172,High Energy,57,"Brass, Bayelsa"
1136,Millet,carb,1938,161,High Energy,58,"Makurdi, Benue"
1137,Millet,carb,1646,144,High Fibre,61,"Biu, Borno"
1138,Millet,carb,2311,193,High Energy,66,"Dikwa, Borno"
1139,Millet,carb,602,112,High Energy,68,"Maiduguri, Borno"
1140,Millet,carb,1820,90,High Energy,70,"Calabar, Cross River"
1141,Millet,carb,2209,107,High Fibre,75,"Ogoja, Cross River"
1142,Millet,carb,2232,90,High Energy,78,"Asaba, Delta"
1143,Millet,carb,1958,82,High Energy,79,"Burutu, Delta"
1144,Millet,carb,1543,56,High Fibre,83,"Koko, Delta"
1145,Millet,carb,516,76,High Fibre,86,"Sapele, Delta"
1146,Millet,carb,1798,57,High Fibre,90,"Ughelli, Delta"
1147,Millet,carb,1013,194,High Fibre,92,"Warri, Delta"
1148,Millet,carb,2360,84,High Fibre,94,"Abakaliki, Ebonyi"
1149,Millet,carb,1806,82,High Energy,97,"Benin City, Edo"
1150,Millet,carb,1532,99,High Energy,101,"Ado-Ekiti, Ekiti"
1151,Millet,carb,666,73,High Fibre,105,"Effon-Alaiye, Ekiti"
1152,Millet,carb,2210,177,High Fibre,107,"Ikere-Ekiti, Ekiti"
1153,Millet,carb,1818,198,High Energy,110,"Enugu, Enugu"
1154,Millet,carb,2416,35,High Energy,112,"Nsukka, Enugu"
1155,Millet,carb,1326,48,High Energy,115,"Abuja, FCT"
1156,Millet,carb,1689,165,High Energy,118,"Deba Habe, Gombe"
1157,Millet,carb,1839,83,High Energy,123,"Gombe, Gombe"
1158,Millet,carb,2253,168,High Fibre,126,"Kumo, Gombe"
1159,Millet,carb,1851,24,High Fibre,129,"Owerri, Imo"
1160,Millet,carb,2164,61,High Fibre,131,"Birnin Kudu, Jigawa"
1161,Millet,carb,698,95,High Fibre,135,"Dutse, Jigawa"
1162,Millet,carb,909,143,High Fibre,138,"Gumel, Jigawa"
1163,Millet,carb,1862,25,High Fibre,140,"Hadejia, Jigawa"
1164,Millet,carb,1875,82,High Fibre,143,"Kazaure, Jigawa"
1165,Millet,carb,643,143,High Energy,145,"Jemaa, Kaduna"
1166,Millet,carb,2218,137,High Fibre,149,"Kaduna, Kaduna"
1167,Millet,carb,658,56,High Fibre,153,"Zaria, Kaduna"
1168,Millet,carb,1022,156,High Fibre,154,"Kano, Kano"
1169,Millet,carb,1755,47,High Energy,157,"Daura, Katsina"
1170,Millet,carb,2388,131,High Fibre,160,"Katsina, Katsina"
1171,Millet,carb,1396,126,High Energy,165,"Argungu, Kebbi"
1172,Millet,carb,527,25,High Energy,166,"Birnin Kebbi, Kebbi"
1173,Millet,carb,1278,116,High Energy,171,"Gwandu, Kebbi"
1174,Millet,carb,1479,196,High Fibre,173,"Yelwa, Kebbi"
1175,Millet,carb,2460,84,High Energy,175,"Idah, Kogi"
1176,Millet,carb,835,171,High Fibre,178,"Kabba, Kogi"
1177,Millet,carb,1314,20,High Energy,183,"Lokoja, Kogi"
1178,Millet,carb,1648,40,High Energy,184,"Okene, Kogi"
1179,Millet,carb,2438,91,High Fibre,188,"Ilorin, Kwara"
1180,Millet,carb,1745,177,High Energy,191,"Jebba, Kwara"
1181,Millet,carb,650,181,High Energy,193,"Lafiagi, Kwara"
1182,Millet,carb,1642,57,High Fibre,197,"Offa, Kwara"
1183,Millet,carb,883,109,High Energy,199,"Pategi, Kwara"
1184,Millet,carb,2352,193,High Energy,203,"Badagry, Lagos"
1185,Millet,carb,2072,46,High Energy,207,"Epe, Lagos"
1186,Millet,carb,2251,132,High Fibre,209,"Ikeja, Lagos"
1187,Millet,carb,2421,33,High Energy,212,"Ikorodu, Lagos"
1188,Millet,carb,2025,101,High Energy,215,"Lagos, Lagos"
1189,Millet,carb,891,49,High Energy,218,"Mushin, Lagos"
1190,Millet,carb,2384,75,High Fibre,222,"Shomolu, Lagos"
1191,Millet,carb,1412,109,High Fibre,224,"Keffi, Nasarawa"
1192,Millet,carb,1235,95,High Fibre,226,"Lafia, Nasarawa"
1193,Millet,carb,737,151,High Energy,229,"Nasarawa, Nasarawa"
1194,Millet,carb,1148,132,High Fibre,234,"Agaie, Niger"
1195,Millet,carb,849,157,High Fibre,237,"Baro, Niger"
1196,Millet,carb,1637,53,High Energy,240,"Bida, Niger"
1197,Millet,carb,1023,109,High Energy,243,"Kontagora, Niger"
1198,Millet,carb,2079,68,High Fibre,245,"Lapai, Niger"
1199,Millet,carb,1283,63,High Fibre,247,"Minna, Niger"
1200,Millet,carb,1019,109,High Fibre,250,"Suleja, Niger"
1201,Millet,carb,528,198,High Energy,253,"Abeokuta, Ogun"
1202,Millet,carb,1290,47,High Energy,256,"Ijebu-Ode, Ogun"
1203,Millet,carb,1462,36,High Energy,261,"Ilaro, Ogun"
1204,Millet,carb,2450,193,High Fibre,264,"Shagamu, Ogun"
1205,Millet,carb,1712,128,High Fibre,267,"Akure, Ondo"
1206,Millet,carb,902,91,High Energy,269,"Ikare, Ondo"
1207,Millet,carb,2199,184,High Fibre,271,"Oka-Akoko, Ondo"
1208,Millet,carb,1317,153,High Fibre,276,"Ondo, Ondo"
1209,Millet,carb,1976,20,High Fibre,279,"Owo, Ondo"
1210,Millet,carb,523,186,High Fibre,281,"Ede, Osun"
1211,Millet,carb,756,82,High Energy,283,"Ikire, Osun"
1212,Millet,carb,1129,75,High Fibre,287,"Ikirun, Osun"
1213,Millet,carb,1892,98,High Energy,291,"Ila, Osun"
1214,Millet,carb,1202,100,High Fibre,292,"Ile-Ife, Osun"
1215,Millet,carb,2245,190,High Fibre,295,"Ilesha, Osun"
1216,Millet,carb,2049,105,High Fibre,298,"Ilobu, Osun"
1217,Millet,carb,991,135,High Energy,301,"Inisa, Osun"
1218,Millet,carb,1421,23,High Fibre,306,"Iwo, Osun"
1219,Millet,carb,514,111,High Fibre,308,"Oshogbo, Osun"
1220,Millet,carb,1716,70,High Fibre,312,"Ibadan, Oyo"
1221,Millet,carb,1314,158,High Fibre,314,"Iseyin, Oyo"
1222,Millet,carb,2443,169,High Fibre,316,"Ogbomosho, Oyo"
1223,Millet,carb,2216,43,High Energy,321,"Oyo, Oyo"
1224,Millet,carb,2395,185,High Fibre,323,"Saki, Oyo"
1225,Millet,carb,2430,191,High Fibre,325,"Bukuru, Plateau"
1226,Millet,carb,1424,49,High Energy,328,"Jos, Plateau"
1227,Millet,carb,1964,178,High Energy,331,"Vom, Plateau"
1228,Millet,carb,1217,138,High Energy,334,"Wase, Plateau"
1229,Millet,carb,1613,98,High Energy,339,"Bonny, Rivers"
1230,Millet,carb,2229,134,High Fibre,342,"Degema, Rivers"
1231,Millet,carb,1365,46,High Fibre,344,"Okrika, Rivers"
1232,Millet,carb,1918,100,High Energy,348,"Port Harcourt, Rivers"
1233,Millet,carb,811,173,High Energy,350,"Sokoto, Sokoto"
1234,Millet,carb,1354,182,High Energy,352,"Ibi, Taraba"
1235,Millet,carb,2170,131,High Fibre,357,"Jalingo, Taraba"
1236,Millet,carb,2441,127,High Fibre,358,"Muri, Taraba"
1237,Millet,carb,777,179,High Energy,362,"Damaturu, Yobe"
1238,Millet,carb,2451,128,High Fibre,364,"Nguru, Yobe"
1239,Millet,carb,2157,191,High Fibre,368,"Gusau, Zamfara"
1240,Millet,carb,2480,86,High Energy,370,"Kaura Namoda, Zamfara"
1241,Cassava,carb,4258,161,High Fibre,1,"Aba, Abia"
1242,Cassava,carb,5750,158,High Energy,4,"Arochukwu, Abia"
1243,Cassava,carb,4239,115,High Energy,9,"Umuahia, Abia"
1244,Cassava,carb,7901,150,High Fibre,12,"Jimeta, Adamawa"
1245,Cassava,carb,6528,116,High Fibre,13,"Mubi, Adamawa"
1246,Cassava,carb,7821,41,High Fibre,17,"Numan, Adamawa"
1247,Cassava,carb,3690,124,High Fibre,19,"Yola, Adamawa"
1248,Cassava,carb,5771,156,High Energy,24,"Ikot Abasi, Akwa Ibom"
1249,Cassava,carb,5810,128,High Fibre,27,"Ikot Ekpene, Akwa Ibom"
1250,Cassava,carb,7506,108,High Fibre,30,"Oron, Akwa Ibom"
1251,Cassava,carb,6906,80,High Energy,33,"Uyo, Akwa Ibom"
1252,Cassava,carb,2822,31,High Energy,35,"Awka, Anambra"
1253,Cassava,carb,5846,124,High Fibre,37,"Onitsha, Anambra"
1254,Cassava,carb,6487,135,High Energy,41,"Azare, Bauchi"
1255,Cassava,carb,6066,120,High Fibre,43,"Bauchi, Bauchi"
1256,Cassava,carb,4425,177,High Energy,46,"Jama'are, Bauchi"
1257,Cassava,carb,6597,135,High Fibre,50,"Katagum, Bauchi"
1258,Cassava,carb,4972,27,High Fibre,52,"Misau, Bauchi"
1259,Cassava,carb,6686,157,High Fibre,57,"Brass, Bayelsa"
1260,Cassava,carb,3370,22,High Energy,58,"Makurdi, Benue"
1261,Cassava,carb,7776,53,High Energy,62,"Biu, Borno"
1262,Cassava,carb,7447,193,High Energy,65,"Dikwa, Borno"
1263,Cassava,carb,5068,50,High Energy,69,"Maiduguri, Borno"
1264,Cassava,carb,3818,29,High Fibre,71,"Calabar, Cross River"
1265,Cassava,carb,4252,160,High Fibre,74,"Ogoja, Cross River"
1266,Cassava,carb,3696,56,High Energy,76,"Asaba, Delta"
1267,Cassava,carb,4931,79,High Fibre,81,"Burutu, Delta"
1268,Cassava,carb,2570,147,High Fibre,83,"Koko, Delta"
1269,Cassava,carb,4980,97,High Fibre,86,"Sapele, Delta"
1270,Cassava,carb,5287,84,High Fibre,90,"Ughelli, Delta"
1271,Cassava,carb,4838,127,High Energy,91,"Warri, Delta"
1272,Cassava,carb,7184,128,High Fibre,94,"Abakaliki, Ebonyi"
1273,Cassava,carb,3049,174,High Energy,98,"Benin City, Edo"
1274,Cassava,carb,5485,200,High Fibre,100,"Ado-Ekiti, Ekiti"
1275,Cassava,carb,5461,48,High Energy,104,"Effon-Alaiye, Ekiti"
1276,Cassava,carb,3548,162,High Energy,107,"Ikere-Ekiti, Ekiti"
1277,Cassava,carb,2730,166,High Fibre,109,"Enugu, Enugu"
1278,Cassava,carb,4003,188,High Energy,114,"Nsukka, Enugu"
1279,Cassava,carb,7761,115,High Fibre,117,"Abuja, FCT"
1280,Cassava,carb,4730,170,High Fibre,120,"Deba Habe, Gombe"
1281,Cassava,carb,5621,168,High Energy,121,"Gombe, Gombe"
1282,Cassava,carb,3336,118,High Fibre,125,"Kumo, Gombe"
1283,Cassava,carb,6772,96,High Energy,129,"Owerri, Imo"
1284,Cassava,carb,6037,145,High Energy,132,"Birnin Kudu, Jigawa"
1285,Cassava,carb,2692,138,High Energy,133,"Dutse, Jigawa"
1286,Cassava,carb,6822,141,High Energy,136,"Gumel, Jigawa"
1287,Cassava,carb,4929,185,High Fibre,141,"Hadejia, Jigawa"
1288,Cassava,carb,5231,169,High Fibre,144,"Kazaure, Jigawa"
1289,Cassava,carb,4208,85,High Fibre,145,"Jemaa, Kaduna"
1290,Cassava,carb,6551,177,High Fibre,148,"Kaduna, Kaduna"
1291,Cassava,carb,4837,160,High Fibre,151,"Zaria, Kaduna"
1292,Cassava,carb,7724,50,High Energy,154,"Kano, Kano"
1293,Cassava,carb,7149,176,High Fibre,158,"Daura, Katsina"
1294,Cassava,carb,2725,133,High Energy,160,"Katsina, Katsina"
1295,Cassava,carb,2921,124,High Fibre,164,"Argungu, Kebbi"
1296,Cassava,carb,3670,142,High Fibre,167,"Birnin Kebbi, Kebbi"
1297,Cassava,carb,4568,149,High Energy,170,"Gwandu, Kebbi"
1298,Cassava,carb,4792,117,High Fibre,173,"Yelwa, Kebbi"
1299,Cassava,carb,4220,108,High Fibre,177,"Idah, Kogi"
1300,Cassava,carb,5752,97,High Energy,178,"Kabba, Kogi"
1301,Cassava,carb,3956,142,High Fibre,182,"Lokoja, Kogi"
1302,Cassava,carb,5075,196,High Energy,185,"Okene, Kogi"
1303,Cassava,carb,5272,160,High Energy,188,"Ilorin, Kwara"
1304,Cassava,carb,4976,112,High Energy,191,"Jebba, Kwara"
1305,Cassava,carb,4200,156,High Fibre,193,"Lafiagi, Kwara"
